"Cummington","10/27/2013","0.00","0.00","0.00","0.00","(170.10)","4851.50","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(170.10)","0.00","0.00","0.00","4681.40"
"Dalton","10/27/2013","0.00","0.00","0.00","0.00","0.00","4770.85","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","4760.75"
"Deerfield","10/27/2013","0.00","0.00","0.00","0.00","(175.10)","3449.44","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(175.10)","0.00","0.00","0.00","3274.34"
"Dracut","10/27/2013","0.00","0.00","0.00","0.00","(180.10)","6084.93","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(190.20)","0.00","0.00","0.00","5894.73"
"East.Bridgewater","10/27/2013","0.00","0.00","0.00","0.00","(173.00)","4509.02","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(173.00)","0.00","0.00","0.00","4336.02"
"East.Brookfield","10/27/2013","0.00","0.00","0.00","0.00","(11.10)","4813.89","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(11.10)","0.00","0.00","0.00","4802.79"
"Easton","10/27/2013","0.00","0.00","0.00","0.00","0.00","12346.44","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","12336.34"
"Edgartown","10/27/2013","0.00","0.00","0.00","0.00","(190.10)","13183.23","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(190.10)","0.00","0.00","0.00","12993.13"
"Fairhaven","10/27/2013","0.00","0.00","0.00","0.00","(195.10)","5836.38","","0.00","0.00","95.99","0.00","0.00","95.99","0:00:00","0:00:00","0.00","0.00","0.00","(195.10)","0.00","0.00","0.00","5737.27"
"Fitchburg","10/27/2013","0.00","0.00","0.00","0.00","0.00","3784.07","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","3773.97"
"Foxborough","10/27/2013","0.00","0.00","0.00","0.00","(200.10)","11165.92","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(200.10)","0.00","0.00","0.00","10965.82"
"Georgetown","10/27/2013","0.00","0.00","0.00","0.00","(205.10)","4084.22","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(205.10)","0.00","0.00","0.00","3879.12"
"Gloucester","10/27/2013","0.00","0.00","0.00","0.00","0.00","3993.90","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","3983.80"
"Grafton","10/27/2013","0.00","0.00","0.00","0.00","(210.10)","7087.92","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(210.10)","0.00","0.00","0.00","6877.82"
"Groton","10/27/2013","0.00","0.00","0.00","0.00","(215.10)","5170.66","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(215.10)","0.00","0.00","0.00","4955.56"
"Groveland","10/27/2013","0.00","0.00","0.00","0.00","0.00","3881.66","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","3871.56"
"Hadley","10/27/2013","0.00","0.00","0.00","0.00","(31.10)","2693.89","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(31.10)","0.00","0.00","0.00","2662.79"
"Halifax","10/27/2013","0.00","0.00","0.00","0.00","(32.10)","3337.89","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(32.10)","0.00","0.00","0.00","3305.79"
"Hampden","10/27/2013","0.00","0.00","0.00","0.00","(220.10)","5286.25","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(220.10)","0.00","0.00","0.00","5066.15"
"Harvard","10/27/2013","0.00","0.00","0.00","0.00","(225.10)","4116.38","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(235.20)","0.00","0.00","0.00","3881.18"
"Heath","10/27/2013","0.00","0.00","0.00","0.00","(230.10)","4382.87","","0.00","0.00","130.99","0.00","0.00","130.99","0:00:00","0:00:00","0.00","0.00","0.00","(230.10)","0.00","0.00","0.00","4283.76"
"Holden","10/27/2013","0.00","0.00","0.00","0.00","0.00","8517.33","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","8507.23"
"Holland","10/27/2013","0.00","0.00","0.00","0.00","(235.10)","6121.01","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(235.10)","0.00","0.00","0.00","5885.91"
"Hubbardston","10/27/2013","0.00","0.00","0.00","0.00","(240.10)","4068.35","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(240.10)","0.00","0.00","0.00","3828.25"
"Huntington","10/27/2013","0.00","0.00","0.00","0.00","0.00","5075.54","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","5065.44"
"Kingston","10/27/2013","0.00","0.00","0.00","0.00","(245.10)","10203.99","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(245.10)","0.00","0.00","0.00","9958.89"
"Lee","10/27/2013","0.00","0.00","0.00","0.00","(250.10)","2426.45","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(250.10)","0.00","0.00","0.00","2176.35"
"Lenox","10/27/2013","0.00","0.00","0.00","0.00","0.00","2956.28","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","2946.18"
"Lexington","10/27/2013","0.00","0.00","0.00","0.00","(255.10)","12919.96","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(255.10)","0.00","0.00","0.00","12664.86"
"Lowell","10/27/2013","0.00","0.00","0.00","0.00","(260.10)","4810.71","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(260.10)","0.00","0.00","0.00","4550.61"
"Ludlow","10/27/2013","0.00","0.00","0.00","0.00","0.00","3194.87","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","3184.77"
"Malden","10/27/2013","0.00","0.00","0.00","0.00","(265.10)","6998.60","","0.00","0.00","165.99","0.00","0.00","165.99","0:00:00","0:00:00","0.00","0.00","0.00","(265.10)","0.00","0.00","0.00","6899.49"
"Marlborough","10/27/2013","0.00","0.00","0.00","0.00","(270.10)","3981.11","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(280.20)","0.00","0.00","0.00","3700.91"
"Medfield","10/27/2013","0.00","0.00","0.00","0.00","(275.10)","5680.30","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(275.10)","0.00","0.00","0.00","5405.20"
"Mendon","10/27/2013","0.00","0.00","0.00","0.00","0.00","5737.49","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","5727.39"
"Merrimac","10/27/2013","0.00","0.00","0.00","0.00","(280.10)","4876.79","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(280.10)","0.00","0.00","0.00","4596.69"
"Milford","10/27/2013","0.00","0.00","0.00","0.00","(285.10)","4323.38","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(285.10)","0.00","0.00","0.00","4038.28"
"Millville","10/27/2013","0.00","0.00","0.00","0.00","0.00","6958.32","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","6948.22"
"Monroe","10/27/2013","0.00","0.00","0.00","0.00","(290.10)","5922.46","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(290.10)","0.00","0.00","0.00","5632.36"
"Mount Washington","10/27/2013","0.00","0.00","0.00","0.00","(295.10)","3647.32","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(295.10)","0.00","0.00","0.00","3352.22"
"Nantucket","10/27/2013","0.00","0.00","0.00","0.00","0.00","3638.27","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","3628.17"
"New Ashford","10/27/2013","0.00","0.00","0.00","0.00","(325.20)","8284.39","","0.00","0.00","200.99","0.00","0.00","200.99","0:00:00","0:00:00","0.00","0.00","0.00","(325.20)","0.00","0.00","0.00","8160.18"
"Newbury","10/27/2013","0.00","0.00","0.00","0.00","(305.10)","5285.38","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(305.10)","0.00","0.00","0.00","4980.28"
"Newburyport","10/27/2013","0.00","0.00","0.00","0.00","0.00","7178.52","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","7168.42"
"North.Adams","10/27/2013","0.00","0.00","0.00","0.00","(297.00)","3919.83","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(297.00)","0.00","0.00","0.00","3622.83"
"North.Andover","10/27/2013","0.00","0.00","0.00","0.00","(12.10)","9665.05","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(12.10)","0.00","0.00","0.00","9652.95"
"Northborough","10/27/2013","0.00","0.00","0.00","0.00","(315.10)","4287.25","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(325.20)","0.00","0.00","0.00","3962.05"
"Norwood","10/27/2013","0.00","0.00","0.00","0.00","(320.10)","9737.69","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(320.10)","0.00","0.00","0.00","9417.59"
"Orleans","10/27/2013","0.00","0.00","0.00","0.00","0.00","4146.72","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","4136.62"
"Otis","10/27/2013","0.00","0.00","0.00","0.00","(325.10)","4544.34","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(325.10)","0.00","0.00","0.00","4219.24"
"Pelham","10/27/2013","0.00","0.00","0.00","0.00","(330.10)","5624.39","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(330.10)","0.00","0.00","0.00","5294.29"
"Peru","10/27/2013","0.00","0.00","0.00","0.00","0.00","8237.55","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","8227.45"
"Phillipston","10/27/2013","0.00","0.00","0.00","0.00","(335.10)","4815.42","","0.00","0.00","235.99","0.00","0.00","235.99","0:00:00","0:00:00","0.00","0.00","0.00","(335.10)","0.00","0.00","0.00","4716.31"
"Plympton","10/27/2013","0.00","0.00","0.00","0.00","(340.10)","4696.49","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(340.10)","0.00","0.00","0.00","4356.39"
"Provincetown","10/27/2013","0.00","0.00","0.00","0.00","0.00","6724.89","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","6714.79"
"Raynham","10/27/2013","0.00","0.00","0.00","0.00","(345.10)","4893.04","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(345.10)","0.00","0.00","0.00","4547.94"
"Rochester","10/27/2013","0.00","0.00","0.00","0.00","(350.10)","3033.59","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(350.10)","0.00","0.00","0.00","2683.49"
"Rockland","10/27/2013","0.00","0.00","0.00","0.00","0.00","3925.18","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","3915.08"
"Royalston","10/27/2013","0.00","0.00","0.00","0.00","(355.10)","8431.52","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(355.10)","0.00","0.00","0.00","8076.42"
"Sandisfield","10/27/2013","0.00","0.00","0.00","0.00","(360.10)","3331.22","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(370.20)","0.00","0.00","0.00","2961.02"
"Seekonk","10/27/2013","0.00","0.00","0.00","0.00","(365.10)","14300.09","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(365.10)","0.00","0.00","0.00","13934.99"
"Sherborn","10/27/2013","0.00","0.00","0.00","0.00","0.00","4034.74","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","4024.64"
"Shirley","10/27/2013","0.00","0.00","0.00","0.00","(370.10)","3922.05","","0.00","0.00","270.99","0.00","0.00","270.99","0:00:00","0:00:00","0.00","0.00","0.00","(370.10)","0.00","0.00","0.00","3822.94"
"South.Hadley","10/27/2013","0.00","0.00","0.00","0.00","(375.10)","5263.55","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(375.10)","0.00","0.00","0.00","4888.45"
"Southbridge","10/27/2013","0.00","0.00","0.00","0.00","0.00","6500.54","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","6490.44"
"Spencer","10/27/2013","0.00","0.00","0.00","0.00","(380.10)","5979.27","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(380.10)","0.00","0.00","0.00","5599.17"
"Stoughton","10/27/2013","0.00","0.00","0.00","0.00","(385.10)","5535.64","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(385.10)","0.00","0.00","0.00","5150.54"
"Sturbridge","10/27/2013","0.00","0.00","0.00","0.00","0.00","6855.43","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","6845.33"
"Sutton","10/27/2013","0.00","0.00","0.00","0.00","(390.10)","4753.52","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(390.10)","0.00","0.00","0.00","4363.42"
"Tewksbury","10/27/2013","0.00","0.00","0.00","0.00","(395.10)","3705.59","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(395.10)","0.00","0.00","0.00","3310.49"
"Tisbury","10/27/2013","0.00","0.00","0.00","0.00","0.00","4232.62","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","4222.52"
"Truro","10/27/2013","0.00","0.00","0.00","0.00","(400.10)","3715.54","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(400.10)","0.00","0.00","0.00","3315.44"
"Wakefield","10/27/2013","0.00","0.00","0.00","0.00","(405.10)","3395.39","","0.00","0.00","305.99","0.00","(10.10)","305.99","0:00:00","0:00:00","0.00","0.00","0.00","(415.20)","0.00","0.00","0.00","3286.18"
"Wareham","10/27/2013","0.00","0.00","0.00","0.00","(410.10)","7072.44","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(410.10)","0.00","0.00","0.00","6662.34"
"Watertown","10/27/2013","0.00","0.00","0.00","0.00","0.00","1214.39","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","1204.29"
"Wayland","10/27/2013","0.00","0.00","0.00","0.00","(415.10)","3004.90","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(415.10)","0.00","0.00","0.00","2589.80"
"Wenham","10/27/2013","0.00","0.00","0.00","0.00","(420.10)","6293.28","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(420.10)","0.00","0.00","0.00","5873.18"
"West.Boylston","10/27/2013","0.00","0.00","0.00","0.00","(408.00)","3167.00","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(408.00)","0.00","0.00","0.00","2759.00"
"West.Bridgewater","10/27/2013","0.00","0.00","0.00","0.00","(434.80)","3087.20","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(434.80)","0.00","0.00","0.00","2652.40"
"West.Brookfield","10/27/2013","0.00","0.00","0.00","0.00","0.00","2806.63","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","2796.53"
"West.Springfield","10/27/2013","0.00","0.00","0.00","0.00","(425.10)","803.91","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(425.10)","0.00","0.00","0.00","378.81"
"Westford","10/27/2013","0.00","0.00","0.00","0.00","(430.10)","7602.41","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(430.10)","0.00","0.00","0.00","7172.31"
"Westminster","10/27/2013","0.00","0.00","0.00","0.00","0.00","6555.67","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","6545.57"
"Westport","10/27/2013","0.00","0.00","0.00","0.00","0.00","7351.60","","0.00","0.00","0.00","0.00","(12.30)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(12.30)","0.00","0.00","0.00","7339.30"
"Westwood","10/27/2013","0.00","0.00","0.00","0.00","(435.10)","6174.74","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(435.10)","0.00","0.00","0.00","5739.64"
"Williamsburg","10/27/2013","0.00","0.00","0.00","0.00","(440.10)","3655.96","","0.00","0.00","340.99","0.00","0.00","340.99","0:00:00","0:00:00","0.00","0.00","0.00","(440.10)","0.00","0.00","0.00","3556.85"
"Williamstown","10/27/2013","0.00","0.00","0.00","0.00","0.00","5552.11","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(10.10)","0.00","0.00","0.00","5542.01"
"Windsor","10/27/2013","0.00","0.00","0.00","0.00","(445.10)","2947.68","","0.00","0.00","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(445.10)","0.00","0.00","0.00","2502.58"
"Wrentham","10/27/2013","0.00","0.00","0.00","0.00","(450.10)","3253.14","","0.00","0.00","0.00","0.00","(10.10)","0.00","0:00:00","0:00:00","0.00","0.00","0.00","(460.20)","0.00","0.00","0.00","2792.94"
